passengerid,survived,pclass,name,sex,age,sibsp,parch,fare,embarked,familysize,isalone,no_fare,title,fare_category,small_f,med_f,large_f
332,0.0,1,926,1,45.5,0,0,28.5,2,1,1,0,3,3,0,0,0
333,0.0,1,462,1,38.0,0,1,153.4625,2,2,0,0,3,4,1,0,0
334,0.0,3,1206,1,16.0,2,0,18.0,2,3,0,0,3,3,0,1,0
335,1.0,1,411,0,28.0,1,0,133.65,2,2,0,0,4,4,1,0,0
336,0.0,3,322,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
337,0.0,1,936,1,29.0,1,0,66.6,2,2,0,0,3,4,1,0,0
338,1.0,1,171,0,41.0,0,0,134.5,0,1,1,0,2,4,0,0,0
339,1.0,3,289,1,45.0,0,0,8.05,2,1,1,0,3,2,0,0,0
340,0.0,1,130,1,45.0,0,0,35.5,2,1,1,0,3,4,0,0,0
341,1.0,2,847,1,2.0,1,1,26.0,2,3,0,0,0,3,0,1,0
343,0.0,2,250,1,28.0,0,0,13.0,2,1,1,0,3,2,0,0,0
344,0.0,2,1066,1,25.0,0,0,13.0,2,1,1,0,3,2,0,0,0
345,0.0,2,405,1,36.0,0,0,13.0,2,1,1,0,3,2,0,0,0
346,1.0,2,159,0,24.0,0,0,13.0,2,1,1,0,2,2,0,0,0
347,1.0,2,1104,0,40.0,0,0,13.0,2,1,1,0,2,2,0,0,0
348,1.0,3,313,0,28.0,1,0,16.1,2,2,0,0,4,3,1,0,0
349,1.0,3,274,1,3.0,1,1,15.9,2,3,0,0,0,3,0,1,0
350,0.0,3,330,1,42.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
351,0.0,3,886,1,23.0,0,0,9.225,2,1,1,0,3,2,0,0,0
352,0.0,1,1265,1,28.0,0,0,35.0,2,1,1,0,3,4,0,0,0
353,0.0,3,368,1,15.0,1,1,7.2292,0,3,0,0,3,1,0,1,0
354,0.0,3,51,1,25.0,1,0,17.8,2,2,0,0,3,3,1,0,0
355,0.0,3,1278,1,28.0,0,0,7.225,0,1,1,0,3,1,0,0,0
356,0.0,3,1202,1,28.0,0,0,9.5,2,1,1,0,3,2,0,0,0
357,1.0,1,147,0,22.0,0,1,55.0,2,2,0,0,2,4,1,0,0
358,0.0,2,417,0,38.0,0,0,13.0,2,1,1,0,2,2,0,0,0
359,1.0,3,774,0,28.0,0,0,7.8792,1,1,1,0,2,1,0,0,0
360,1.0,3,805,0,28.0,0,0,7.8792,1,1,1,0,2,1,0,0,0
361,0.0,3,1095,1,40.0,1,4,27.9,2,6,0,0,3,3,0,0,1
362,0.0,2,1291,1,29.0,1,0,27.7208,0,2,0,0,3,3,1,0,0
363,0.0,3,91,0,45.0,0,1,14.4542,0,2,0,0,4,2,1,0,0
364,0.0,3,56,1,35.0,0,0,7.05,2,1,1,0,3,1,0,0,0
365,0.0,3,874,1,28.0,1,0,15.5,1,2,0,0,3,3,1,0,0
366,0.0,3,10,1,30.0,0,0,7.25,2,1,1,0,3,1,0,0,0
367,1.0,1,1223,0,60.0,1,0,75.25,0,2,0,0,4,4,1,0,0
368,1.0,3,824,0,28.0,0,0,7.2292,0,1,1,0,4,1,0,0,0
369,1.0,3,588,0,28.0,0,0,7.75,1,1,1,0,2,1,0,0,0
370,1.0,1,72,0,24.0,0,0,69.3,0,1,1,0,1,4,0,0,0
371,1.0,1,491,1,25.0,1,0,55.4417,0,2,0,0,3,4,1,0,0
372,0.0,3,1253,1,18.0,1,0,6.4958,2,2,0,0,3,1,1,0,0
373,0.0,3,105,1,19.0,0,0,8.05,2,1,1,0,3,2,0,0,0
374,0.0,1,1001,1,22.0,0,0,135.6333,0,1,1,0,3,4,0,0,0
375,0.0,3,913,0,3.0,3,1,21.075,2,5,0,0,2,3,0,0,1
376,1.0,1,791,0,28.0,1,0,82.1708,0,2,0,0,4,4,1,0,0
377,1.0,3,671,0,22.0,0,0,7.25,2,1,1,0,2,1,0,0,0
378,0.0,1,1251,1,27.0,0,2,211.5,0,3,0,0,3,4,0,1,0
379,0.0,3,119,1,20.0,0,0,4.0125,0,1,1,0,3,1,0,0,0
380,0.0,3,474,1,19.0,0,0,7.775,2,1,1,0,3,1,0,0,0
381,1.0,1,120,0,42.0,0,0,227.525,0,1,1,0,2,4,0,0,0
382,1.0,3,837,0,1.0,0,2,15.7417,0,3,0,0,2,3,0,1,0
383,0.0,3,1174,1,32.0,0,0,7.925,2,1,1,0,3,2,0,0,0
384,1.0,1,552,0,35.0,1,0,52.0,2,2,0,0,4,4,1,0,0
385,0.0,3,966,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
386,0.0,2,306,1,18.0,0,0,73.5,2,1,1,0,3,4,0,0,0
387,0.0,3,453,1,1.0,5,2,46.9,2,8,0,0,0,4,0,0,1
388,1.0,2,173,0,36.0,0,0,13.0,2,1,1,0,2,2,0,0,0
389,0.0,3,1041,1,28.0,0,0,7.7292,1,1,1,0,3,1,0,0,0
390,1.0,2,689,0,17.0,0,0,12.0,0,1,1,0,2,2,0,0,0
391,1.0,1,209,1,36.0,1,2,120.0,2,4,0,0,3,4,0,1,0
392,1.0,3,579,1,21.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
393,0.0,3,473,1,28.0,2,0,7.925,2,3,0,0,3,2,0,1,0
394,1.0,1,853,0,23.0,1,0,113.275,0,2,0,0,2,4,1,0,0
395,1.0,3,1058,0,24.0,0,2,16.7,2,3,0,0,4,3,0,1,0
396,0.0,3,593,1,22.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
397,0.0,3,893,0,31.0,0,0,7.8542,2,1,1,0,2,1,0,0,0
398,0.0,2,777,1,46.0,0,0,26.0,2,1,1,0,3,3,0,0,0
399,0.0,2,909,1,23.0,0,0,10.5,2,1,1,0,1,2,0,0,0
400,1.0,2,1187,0,28.0,0,0,12.65,2,1,1,0,4,2,0,0,0
401,1.0,3,866,1,39.0,0,0,7.925,2,1,1,0,3,2,0,0,0
402,0.0,3,11,1,26.0,0,0,8.05,2,1,1,0,3,2,0,0,0
403,0.0,3,613,0,21.0,1,0,9.825,2,2,0,0,2,2,1,0,0
404,0.0,3,479,1,28.0,1,0,15.85,2,2,0,0,3,3,1,0,0
405,0.0,3,899,0,20.0,0,0,8.6625,2,1,1,0,2,2,0,0,0
406,0.0,2,422,1,34.0,1,0,21.0,2,2,0,0,3,3,1,0,0
407,0.0,3,1249,1,51.0,0,0,7.75,2,1,1,0,3,1,0,0,0
408,1.0,2,997,1,3.0,1,1,18.75,2,3,0,0,0,3,0,1,0
409,0.0,3,123,1,21.0,0,0,7.775,2,1,1,0,3,1,0,0,0
410,0.0,3,685,0,28.0,3,1,25.4667,2,5,0,0,2,3,0,0,1
411,0.0,3,1065,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
412,0.0,3,507,1,28.0,0,0,6.8583,1,1,1,0,3,1,0,0,0
413,1.0,1,797,0,33.0,1,0,90.0,1,2,0,0,2,4,1,0,0
414,0.0,2,287,1,28.0,0,0,0.0,2,1,1,1,3,1,0,0,0
415,1.0,3,1146,1,44.0,0,0,7.925,2,1,1,0,3,2,0,0,0
416,0.0,3,783,0,28.0,0,0,8.05,2,1,1,0,4,2,0,0,0
417,1.0,2,350,0,34.0,1,1,32.5,2,3,0,0,4,4,0,1,0
418,1.0,2,1077,0,18.0,0,2,13.0,2,3,0,0,2,2,0,1,0
419,0.0,2,759,1,30.0,0,0,13.0,2,1,1,0,3,2,0,0,0
420,0.0,3,1196,0,10.0,0,2,24.15,2,3,0,0,2,3,0,1,0
421,0.0,3,430,1,28.0,0,0,7.8958,0,1,1,0,3,1,0,0,0
422,0.0,3,226,1,21.0,0,0,7.7333,1,1,1,0,3,1,0,0,0
423,0.0,3,1285,1,29.0,0,0,7.875,2,1,1,0,3,1,0,0,0
424,0.0,3,297,0,28.0,1,1,14.4,2,3,0,0,4,2,0,1,0
425,0.0,3,1017,1,18.0,1,1,20.2125,2,3,0,0,3,3,0,1,0
426,0.0,3,1269,1,28.0,0,0,7.25,2,1,1,0,3,1,0,0,0
427,1.0,2,241,0,28.0,1,0,26.0,2,2,0,0,4,3,1,0,0
428,1.0,2,962,0,19.0,0,0,26.0,2,1,1,0,2,3,0,0,0
429,0.0,3,388,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
430,1.0,3,964,1,32.0,0,0,8.05,2,1,1,0,3,2,0,0,0
431,1.0,1,129,1,28.0,0,0,26.55,2,1,1,0,3,3,0,0,0
432,1.0,3,1173,0,28.0,1,0,16.1,2,2,0,0,4,3,1,0,0
433,1.0,2,723,0,42.0,1,0,26.0,2,2,0,0,4,3,1,0,0
434,0.0,3,615,1,17.0,0,0,7.125,2,1,1,0,3,1,0,0,0
435,0.0,1,1079,1,50.0,1,0,55.9,2,2,0,0,3,4,1,0,0
436,1.0,1,208,0,14.0,1,2,120.0,2,4,0,0,2,4,0,1,0
437,0.0,3,394,0,21.0,2,2,34.375,2,5,0,0,2,4,0,0,1
438,1.0,2,998,0,24.0,2,3,18.75,2,6,0,0,4,3,0,0,1
439,0.0,1,402,1,64.0,1,4,263.0,2,6,0,0,3,4,0,0,1
440,0.0,2,662,1,31.0,0,0,10.5,2,1,1,0,3,2,0,0,0
441,1.0,2,508,0,45.0,1,1,26.25,2,3,0,0,4,3,0,1,0
442,0.0,3,484,1,20.0,0,0,9.5,2,1,1,0,3,2,0,0,0
443,0.0,3,958,1,25.0,1,0,7.775,2,2,0,0,3,1,1,0,0
444,1.0,2,986,0,28.0,0,0,13.0,2,1,1,0,1,2,0,0,0
445,1.0,3,590,1,28.0,0,0,8.1125,2,1,1,0,3,2,0,0,0
446,1.0,1,333,1,4.0,0,2,81.8583,2,3,0,0,0,4,0,1,0
447,1.0,2,784,0,13.0,0,1,19.5,2,2,0,0,2,3,1,0,0
448,1.0,1,1068,1,34.0,0,0,26.55,2,1,1,0,3,3,0,0,0
449,1.0,3,80,0,5.0,2,1,19.2583,0,4,0,0,2,3,0,1,0
450,1.0,1,960,1,52.0,0,0,30.5,2,1,1,0,1,3,0,0,0
451,0.0,2,1238,1,36.0,1,2,27.75,2,4,0,0,3,3,0,1,0
452,0.0,3,477,1,28.0,1,0,19.9667,2,2,0,0,3,3,1,0,0
453,0.0,1,400,1,30.0,0,0,27.75,0,1,1,0,3,3,0,0,0
454,1.0,1,444,1,49.0,1,0,89.1042,0,2,0,0,3,4,1,0,0
455,0.0,3,939,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
456,1.0,3,578,1,29.0,0,0,7.8958,0,1,1,0,3,1,0,0,0
457,0.0,1,794,1,65.0,0,0,26.55,2,1,1,0,3,3,0,0,0
458,1.0,1,640,0,28.0,1,0,51.8625,2,2,0,0,4,4,1,0,0
459,1.0,2,1178,0,50.0,0,0,10.5,2,1,1,0,2,2,0,0,0
460,0.0,3,878,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
461,1.0,1,30,1,48.0,0,0,26.55,2,1,1,0,3,3,0,0,0
462,0.0,3,818,1,34.0,0,0,8.05,2,1,1,0,3,2,0,0,0
463,0.0,1,428,1,47.0,0,0,38.5,2,1,1,0,3,4,0,0,0
464,0.0,2,795,1,48.0,0,0,13.0,2,1,1,0,3,2,0,0,0
465,0.0,3,741,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
466,0.0,3,451,1,38.0,0,0,7.05,2,1,1,0,3,1,0,0,0
467,0.0,2,190,1,28.0,0,0,0.0,2,1,1,1,3,1,0,0,0
468,0.0,1,1102,1,56.0,0,0,26.55,2,1,1,0,3,3,0,0,0
469,0.0,3,1062,1,28.0,0,0,7.725,1,1,1,0,3,1,0,0,0
470,1.0,3,79,0,0.75,2,1,19.2583,0,4,0,0,2,3,0,1,0
471,0.0,3,631,1,28.0,0,0,7.25,2,1,1,0,3,1,0,0,0
472,0.0,3,181,1,38.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
473,1.0,2,1239,0,33.0,1,2,27.75,2,4,0,0,4,3,0,1,0
474,1.0,2,589,0,23.0,0,0,13.7917,0,1,1,0,4,2,0,0,0
475,0.0,3,1138,0,22.0,0,0,9.8375,2,1,1,0,2,2,0,0,0
476,0.0,1,243,1,28.0,0,0,52.0,2,1,1,0,3,4,0,0,0
477,0.0,2,983,1,34.0,1,0,21.0,2,2,0,0,3,3,1,0,0
478,0.0,3,154,1,29.0,1,0,7.0458,2,2,0,0,3,1,1,0,0
479,0.0,3,622,1,22.0,0,0,7.5208,2,1,1,0,3,1,0,0,0
480,1.0,3,539,0,2.0,0,1,12.2875,2,2,0,0,2,2,1,0,0
481,0.0,3,452,1,9.0,5,2,46.9,2,8,0,0,0,4,0,0,1
482,0.0,2,415,1,28.0,0,0,0.0,2,1,1,1,3,1,0,0,0
483,0.0,3,1026,1,50.0,0,0,8.05,2,1,1,0,3,2,0,0,0
484,1.0,3,1192,0,63.0,0,0,9.5875,2,1,1,0,4,2,0,0,0
485,1.0,1,125,1,25.0,1,0,91.0792,0,2,0,0,3,4,1,0,0
486,0.0,3,686,0,28.0,3,1,25.4667,2,5,0,0,2,3,0,0,1
487,1.0,1,563,0,35.0,1,0,90.0,2,2,0,0,4,4,1,0,0
488,0.0,1,638,1,58.0,0,0,29.7,0,1,1,0,3,3,0,0,0
489,0.0,3,1115,1,30.0,0,0,8.05,2,1,1,0,3,2,0,0,0
490,1.0,3,273,1,9.0,1,1,15.9,2,3,0,0,0,3,0,1,0
491,0.0,3,478,1,28.0,1,0,19.9667,2,2,0,0,3,3,1,0,0
492,0.0,3,1267,1,21.0,0,0,7.25,2,1,1,0,3,1,0,0,0
493,0.0,1,807,1,55.0,0,0,30.5,2,1,1,0,3,3,0,0,0
494,0.0,1,54,1,71.0,0,0,49.5042,0,1,1,0,3,4,0,0,0
495,0.0,3,1127,1,21.0,0,0,8.05,2,1,1,0,3,2,0,0,0
496,0.0,3,1279,1,28.0,0,0,14.4583,0,1,1,0,3,2,0,0,0
497,1.0,1,374,0,54.0,1,0,78.2667,0,2,0,0,2,4,1,0,0
498,0.0,3,1072,1,28.0,0,0,15.1,2,1,1,0,3,3,0,0,0
499,0.0,1,26,0,25.0,1,2,151.55,2,4,0,0,4,4,0,1,0
500,0.0,3,1151,1,24.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
501,0.0,3,188,1,17.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
502,0.0,3,191,0,21.0,0,0,7.75,1,1,1,0,2,1,0,0,0
503,0.0,3,885,0,28.0,0,0,7.6292,1,1,1,0,2,1,0,0,0
504,0.0,3,666,0,37.0,0,0,9.5875,2,1,1,0,2,2,0,0,0
505,1.0,1,740,0,16.0,0,0,86.5,2,1,1,0,2,4,0,0,0
506,0.0,1,942,1,18.0,1,0,108.9,0,2,0,0,3,4,1,0,0
507,1.0,2,976,0,33.0,0,2,26.0,2,3,0,0,4,3,0,1,0
508,1.0,1,150,1,28.0,0,0,26.55,2,1,1,0,3,3,0,0,0
509,0.0,3,890,1,28.0,0,0,22.525,2,1,1,0,3,3,0,0,0
510,1.0,3,673,1,26.0,0,0,56.4958,2,1,1,0,3,4,0,0,0
511,1.0,3,293,1,29.0,0,0,7.75,1,1,1,0,3,1,0,0,0
512,0.0,3,1228,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
513,1.0,1,773,1,36.0,0,0,26.2875,2,1,1,0,3,3,0,0,0
514,1.0,1,1025,0,54.0,1,0,59.4,0,2,0,0,4,4,1,0,0
515,0.0,3,248,1,24.0,0,0,7.4958,2,1,1,0,3,1,0,0,0
516,0.0,1,1215,1,47.0,0,0,34.0208,2,1,1,0,3,4,0,0,0
517,1.0,2,693,0,34.0,0,0,10.5,2,1,1,0,4,2,0,0,0
518,0.0,3,1031,1,28.0,0,0,24.15,1,1,1,0,3,3,0,0,0
519,1.0,2,49,0,36.0,1,0,26.0,2,2,0,0,4,3,1,0,0
520,0.0,3,930,1,32.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
521,1.0,1,947,0,30.0,0,0,93.5,2,1,1,0,2,4,0,0,0
522,0.0,3,1212,1,22.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
523,0.0,3,663,1,28.0,0,0,7.225,0,1,1,0,3,1,0,0,0
524,1.0,1,538,0,44.0,0,1,57.9792,0,2,0,0,4,4,1,0,0
525,0.0,3,626,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
526,0.0,3,378,1,40.5,0,0,7.75,1,1,1,0,3,1,0,0,0
527,1.0,2,999,0,50.0,0,0,10.5,2,1,1,0,2,2,0,0,0
528,0.0,1,379,1,28.0,0,0,221.7792,2,1,1,0,3,4,0,0,0
529,0.0,3,1052,1,39.0,0,0,7.925,2,1,1,0,3,2,0,0,0
530,0.0,2,542,1,23.0,2,1,11.5,2,4,0,0,3,2,0,1,0
531,1.0,2,974,0,2.0,1,1,26.0,2,3,0,0,2,3,0,1,0
532,0.0,3,1182,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
533,0.0,3,367,1,17.0,1,1,7.2292,0,3,0,0,3,1,0,1,0
534,1.0,3,952,0,28.0,0,2,22.3583,0,3,0,0,4,3,0,1,0
535,0.0,3,179,0,30.0,0,0,8.6625,2,1,1,0,2,2,0,0,0
536,1.0,2,505,0,7.0,0,2,26.25,2,3,0,0,2,3,0,1,0
537,0.0,1,175,1,45.0,0,0,26.55,2,1,1,0,1,3,0,0,0
538,1.0,1,681,0,30.0,0,0,106.425,0,1,1,0,2,4,0,0,0
539,0.0,3,1004,1,28.0,0,0,14.5,2,1,1,0,3,2,0,0,0
540,1.0,1,412,0,22.0,0,2,49.5,0,3,0,0,2,4,0,1,0
541,1.0,1,282,0,36.0,0,2,71.0,2,3,0,0,2,4,0,1,0
542,0.0,3,36,0,9.0,4,2,31.275,2,7,0,0,2,4,0,0,1
543,0.0,3,37,0,11.0,4,2,31.275,2,7,0,0,2,4,0,0,1
544,1.0,2,101,1,32.0,1,0,26.0,2,2,0,0,3,3,1,0,0
545,0.0,1,340,1,50.0,1,0,106.425,0,2,0,0,3,4,1,0,0
546,0.0,1,857,1,64.0,0,0,26.0,2,1,1,0,3,3,0,0,0
547,1.0,2,102,0,19.0,1,0,26.0,2,2,0,0,4,3,1,0,0
548,1.0,2,908,1,28.0,0,0,13.8625,0,1,1,0,3,2,0,0,0
549,0.0,3,448,1,33.0,1,1,20.525,2,3,0,0,3,3,0,1,0
550,1.0,2,304,1,8.0,1,1,36.75,2,3,0,0,0,4,0,1,0
551,1.0,1,1162,1,17.0,0,2,110.8833,0,3,0,0,3,4,0,1,0
552,0.0,2,1069,1,27.0,0,0,26.0,2,1,1,0,3,3,0,0,0
553,0.0,3,875,1,28.0,0,0,7.8292,1,1,1,0,3,1,0,0,0
554,1.0,3,683,1,22.0,0,0,7.225,0,1,1,0,3,1,0,0,0
555,1.0,3,887,0,22.0,0,0,7.775,2,1,1,0,2,1,0,0,0
556,0.0,1,1273,1,62.0,0,0,26.55,2,1,1,0,3,3,0,0,0
557,1.0,1,352,0,48.0,1,0,39.6,0,2,0,0,1,4,1,0,0
558,0.0,1,1006,1,28.0,0,0,227.525,0,1,1,0,3,4,0,0,0
559,1.0,1,1157,0,39.0,1,1,79.65,2,3,0,0,4,4,0,1,0
560,1.0,3,1288,0,36.0,1,0,17.4,2,2,0,0,4,3,1,0,0
561,0.0,3,819,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
562,0.0,3,1087,1,40.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
563,0.0,2,867,1,28.0,0,0,13.5,2,1,1,0,3,2,0,0,0
564,0.0,3,1081,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
565,0.0,3,782,0,28.0,0,0,8.05,2,1,1,0,2,2,0,0,0
566,0.0,3,305,1,24.0,2,0,24.15,2,3,0,0,3,3,0,1,0
567,0.0,3,1137,1,19.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
568,0.0,3,915,0,29.0,0,4,21.075,2,5,0,0,4,3,0,0,1
569,0.0,3,335,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
570,1.0,3,609,1,32.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
571,1.0,2,500,1,62.0,0,0,10.5,2,1,1,0,3,2,0,0,0
572,1.0,1,50,0,53.0,2,0,51.4792,2,3,0,0,4,4,0,1,0
573,1.0,1,390,1,36.0,0,0,26.3875,2,1,1,0,3,3,0,0,0
574,1.0,3,634,0,28.0,0,0,7.75,1,1,1,0,2,1,0,0,0
575,0.0,3,1029,1,16.0,0,0,8.05,2,1,1,0,3,2,0,0,0
576,0.0,3,928,1,19.0,0,0,14.5,2,1,1,0,3,2,0,0,0
577,1.0,2,425,0,34.0,0,0,13.0,2,1,1,0,2,2,0,0,0
578,1.0,1,1080,0,39.0,1,0,55.9,2,2,0,0,4,4,1,0,0
579,0.0,3,196,0,28.0,1,0,14.4583,0,2,0,0,4,2,1,0,0
580,1.0,3,614,1,32.0,0,0,7.925,2,1,1,0,3,2,0,0,0
581,1.0,2,234,0,25.0,1,1,30.0,2,3,0,0,2,3,0,1,0
582,1.0,1,1163,0,39.0,1,1,110.8833,0,3,0,0,4,4,0,1,0
583,0.0,2,344,1,54.0,0,0,26.0,2,1,1,0,3,3,0,0,0
584,0.0,1,1021,1,36.0,0,0,40.125,0,1,1,0,3,4,0,0,0
585,0.0,3,929,1,28.0,0,0,8.7125,0,1,1,0,3,2,0,0,0
586,1.0,1,1155,0,18.0,0,2,79.65,2,3,0,0,2,4,0,1,0
587,0.0,2,581,1,47.0,0,0,15.0,2,1,1,0,3,3,0,0,0
588,1.0,1,413,1,60.0,1,1,79.2,0,3,0,0,3,4,0,1,0
589,0.0,3,438,1,22.0,0,0,8.05,2,1,1,0,3,2,0,0,0
590,0.0,3,829,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
591,0.0,3,1002,1,35.0,0,0,7.125,2,1,1,0,3,1,0,0,0
592,1.0,1,1132,0,52.0,1,0,78.2667,0,2,0,0,4,4,1,0,0
593,0.0,3,369,1,47.0,0,0,7.25,2,1,1,0,3,1,0,0,0
594,0.0,3,141,0,28.0,0,2,7.75,1,3,0,0,2,1,0,1,0
595,0.0,2,224,1,37.0,1,0,26.0,2,2,0,0,3,3,1,0,0
596,0.0,3,1197,1,36.0,1,1,24.15,2,3,0,0,3,3,0,1,0
597,1.0,2,691,0,28.0,0,0,33.0,2,1,1,0,2,4,0,0,0
598,0.0,3,599,1,49.0,0,0,0.0,2,1,1,1,3,1,0,0,0
599,0.0,3,139,1,28.0,0,0,7.225,0,1,1,0,3,1,0,0,0
600,1.0,1,353,1,49.0,1,0,56.9292,0,2,0,0,1,4,1,0,0
601,1.0,2,577,0,24.0,2,1,27.0,2,4,0,0,4,3,0,1,0
602,0.0,3,1097,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
603,0.0,1,499,1,28.0,0,0,42.4,2,1,1,0,3,4,0,0,0
604,0.0,3,1179,1,44.0,0,0,8.05,2,1,1,0,3,2,0,0,0
605,1.0,1,553,1,35.0,0,0,26.55,0,1,1,0,3,3,0,0,0
606,0.0,3,706,1,36.0,1,0,15.55,2,2,0,0,3,3,1,0,0
607,0.0,3,619,1,30.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
608,1.0,1,298,1,27.0,0,0,30.5,2,1,1,0,3,3,0,0,0
609,1.0,2,677,0,22.0,1,2,41.5792,0,4,0,0,4,4,0,1,0
610,1.0,1,1076,0,40.0,0,0,153.4625,2,1,1,0,2,4,0,0,0
611,0.0,3,41,0,39.0,1,5,31.275,2,7,0,0,4,4,0,0,1
612,0.0,3,580,1,28.0,0,0,7.05,2,1,1,0,3,1,0,0,0
613,1.0,3,831,0,28.0,1,0,15.5,1,2,0,0,2,3,1,0,0
614,0.0,3,556,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
615,0.0,3,158,1,35.0,0,0,8.05,2,1,1,0,3,2,0,0,0
616,1.0,2,526,0,24.0,1,2,65.0,2,4,0,0,2,4,0,1,0
617,0.0,3,296,1,34.0,1,1,14.4,2,3,0,0,3,2,0,1,0
618,0.0,3,717,0,26.0,1,0,16.1,2,2,0,0,4,3,1,0,0
619,1.0,2,107,0,4.0,2,1,39.0,2,4,0,0,2,4,0,1,0
620,0.0,2,427,1,26.0,0,0,10.5,2,1,1,0,3,2,0,0,0
621,0.0,3,1274,1,27.0,1,0,14.4542,0,2,0,0,3,2,1,0,0
622,1.0,1,646,1,42.0,1,0,52.5542,2,2,0,0,3,4,1,0,0
623,1.0,3,838,1,20.0,1,1,15.7417,0,3,0,0,3,3,0,1,0
624,0.0,3,488,1,21.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
625,0.0,3,145,1,21.0,0,0,16.1,2,1,1,0,3,3,0,0,0
626,0.0,1,1148,1,61.0,0,0,32.3208,2,1,1,0,3,4,0,0,0
627,0.0,2,653,1,57.0,0,0,12.35,1,1,1,0,1,2,0,0,0
628,1.0,1,720,0,21.0,0,0,77.9583,2,1,1,0,2,4,0,0,0
629,0.0,3,135,1,26.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
630,0.0,3,877,1,28.0,0,0,7.7333,1,1,1,0,3,1,0,0,0
631,1.0,1,93,1,80.0,0,0,30.0,2,1,1,0,3,3,0,0,0
632,0.0,3,726,1,51.0,0,0,7.0542,2,1,1,0,3,1,0,0,0
633,1.0,1,1123,1,32.0,0,0,30.5,0,1,1,0,1,3,0,0,0
634,0.0,1,924,1,28.0,0,0,0.0,2,1,1,1,3,1,0,0,0
635,0.0,3,1093,0,9.0,3,2,27.9,2,6,0,0,2,3,0,0,1
636,1.0,2,311,0,28.0,0,0,13.0,2,1,1,0,2,2,0,0,0
637,0.0,3,690,1,32.0,0,0,7.925,2,1,1,0,3,2,0,0,0
638,0.0,2,254,1,31.0,1,1,26.25,2,3,0,0,3,3,0,1,0
639,0.0,3,921,0,41.0,0,5,39.6875,2,6,0,0,4,4,0,0,1
640,0.0,3,1172,1,28.0,1,0,16.1,2,2,0,0,3,3,1,0,0
641,0.0,3,585,1,20.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
642,1.0,1,1048,0,24.0,0,0,69.3,0,1,1,0,1,4,0,0,0
643,0.0,3,1094,0,2.0,3,2,27.9,2,6,0,0,2,3,0,0,1
644,1.0,3,393,1,28.0,0,0,56.4958,2,1,1,0,3,4,0,0,0
645,1.0,3,78,0,0.75,2,1,19.2583,0,4,0,0,2,3,0,1,0
646,1.0,1,496,1,48.0,1,0,76.7292,0,2,0,0,3,4,1,0,0
647,0.0,3,267,1,19.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
648,1.0,1,1082,1,56.0,0,0,35.5,0,1,1,0,1,4,0,0,0
649,0.0,3,1259,1,28.0,0,0,7.55,2,1,1,0,3,1,0,0,0
650,1.0,3,1126,0,23.0,0,0,7.55,2,1,1,0,2,1,0,0,0
651,0.0,3,803,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
652,1.0,2,336,0,18.0,0,1,23.0,2,2,0,0,2,3,1,0,0
653,0.0,3,616,1,21.0,0,0,8.4333,2,1,1,0,3,2,0,0,0
654,1.0,3,884,0,28.0,0,0,7.8292,1,1,1,0,2,1,0,0,0
655,0.0,3,519,0,18.0,0,0,6.75,1,1,1,0,2,1,0,0,0
656,0.0,2,531,1,24.0,2,0,73.5,2,3,0,0,3,4,0,1,0
657,0.0,3,977,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
658,0.0,3,143,0,32.0,1,1,15.5,1,3,0,0,4,3,0,1,0
659,0.0,2,362,1,23.0,0,0,13.0,2,1,1,0,3,2,0,0,0
